NAICS Code,NAICS Title,Valid From,Valid To,tblBeazOccMap,tblPCL_NAICSMap,tblEPL_COBMap,NAICS_Key,SIC_Code
312230,Tobacco Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Tobacco Manufacturing - 312230,2111
313110,"Fiber, Yarn, and Thread Mills",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Fiber, Yarn, and Thread Mills - 313110",2281
313210,Broadwoven Fabric Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Broadwoven Fabric Mills - 313210,2211
313220,Narrow Fabric Mills and Schiffli Machine Embroidery,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Narrow Fabric Mills and Schiffli Machine Embroidery - 313220,2241
313230,Nonwoven Fabric Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Nonwoven Fabric Mills - 313230,2297
313240,Knit Fabric Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Knit Fabric Mills - 313240,2257
313310,Textile and Fabric Finishing Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Textile and Fabric Finishing Mills - 313310,2231
313320,Fabric Coating Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fabric Coating Mills - 313320,2295
314110,Carpet and Rug Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Carpet and Rug Mills - 314110,2273
314120,Curtain and Linen Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Curtain and Linen Mills - 314120,2391
314910,Textile Bag and Canvas Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Textile Bag and Canvas Mills - 314910,2392
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills - 314994",2296
314999,All Other Miscellaneous Textile Product Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Textile Product Mills - 314999,2299
315120,Apparel Knitting Mills,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Apparel Knitting Mills - 315120,2253
315210,Cut and Sew Apparel Contractors,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Cut and Sew Apparel Contractors - 315210,2311
315250,Cut and Sew Apparel Manufacturing (except Contractors),01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Cut and Sew Apparel Manufacturing (except Contractors) - 315250,2329
315990,Apparel Accessories and Other Apparel Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Apparel Accessories and Other Apparel Manufacturing - 315990,2323
316110,Leather and Hide Tanning and Finishing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Leather and Hide Tanning and Finishing - 316110,3111
316210,Footwear Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Footwear Manufacturing - 316210,3021
316990,Other Leather and Allied Product Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Leather and Allied Product Manufacturing - 316990,3131
321113,Sawmills,01/01/2017,31/12/9999,Lumber,Not in either table,"Class not in Table A, B, C, or D",Sawmills - 321113,2421
321114,Wood Preservation,01/01/2017,31/12/9999,Lumber,Not in either table,"Class not in Table A, B, C, or D",Wood Preservation - 321114,2491
321211,Hardwood Veneer and Plywood Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Hardwood Veneer and Plywood Manufacturing - 321211,2435
321212,Softwood Veneer and Plywood Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Softwood Veneer and Plywood Manufacturing - 321212,2436
321215,Engineered Wood Member Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Engineered Wood Member Manufacturing - 321215,2439
321219,Reconstituted Wood Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Reconstituted Wood Product Manufacturing - 321219,2493
321911,Wood Window and Door Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Wood Window and Door Manufacturing - 321911,2431
321912,"Cut Stock, Resawing Lumber, and Planing",01/01/2017,31/12/9999,Lumber,Not in either table,"Class not in Table A, B, C, or D","Cut Stock, Resawing Lumber, and Planing - 321912",2421
321918,Other Millwork (including Flooring),01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Millwork (including Flooring) - 321918,2421
321920,Wood Container and Pallet Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Wood Container and Pallet Manufacturing - 321920,2421
321991,Manufactured Home (Mobile Home) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Manufactured Home (Mobile Home) Manufacturing - 321991,2451
321992,Prefabricated Wood Building Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Prefabricated Wood Building Manufacturing - 321992,2452
321999,All Other Miscellaneous Wood Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Wood Product Manufacturing - 321999,2421
322110,Pulp Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Pulp Mills - 322110,2611
322120,Paper Mills,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Paper Mills - 322120,2611
322130,Paperboard Mills,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Paperboard Mills - 322130,2611
322211,Corrugated and Solid Fiber Box Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Corrugated and Solid Fiber Box Manufacturing - 322211,2653
322212,Folding Paperboard Box Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Folding Paperboard Box Manufacturing - 322212,2657
322219,Other Paperboard Container Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Paperboard Container Manufacturing - 322219,2652
322220,Paper Bag and Coated and Treated Paper Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Paper Bag and Coated and Treated Paper Manufacturing - 322220,2671
322230,Stationery Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Stationery Product Manufacturing - 322230,2675
322291,Sanitary Paper Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Sanitary Paper Product Manufacturing - 322291,2676
322299,All Other Converted Paper Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Converted Paper Product Manufacturing - 322299,2675
323111,Commercial Printing (except Screen and Books),01/01/2017,31/12/9999,Printing,Not in either table,"Class not in Table A, B, C, or D",Commercial Printing (except Screen and Books) - 323111,2752
323113,Commercial Screen Printing,01/01/2017,31/12/9999,Printing,Not in either table,"Class not in Table A, B, C, or D",Commercial Screen Printing - 323113,2396
323117,Books Printing,01/01/2017,31/12/9999,Printing,Not in either table,"Class not in Table A, B, C, or D",Books Printing - 323117,2732
323120,Support Activities for Printing,01/01/2017,31/12/9999,Printing,Not in either table,"Class not in Table A, B, C, or D",Support Activities for Printing - 323120,2789
324110,Petroleum Refineries,01/01/2017,31/12/9999,Oil & Gas,Not in either table,"Class not in Table A, B, C, or D",Petroleum Refineries - 324110,2911
324121,Asphalt Paving Mixture and Block Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Asphalt Paving Mixture and Block Manufacturing - 324121,2951
324122,Asphalt Shingle and Coating Materials Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Asphalt Shingle and Coating Materials Manufacturing - 324122,2952
324191,Petroleum Lubricating Oil and Grease Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Petroleum Lubricating Oil and Grease Manufacturing - 324191,2992
324199,All Other Petroleum and Coal Products Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Petroleum and Coal Products Manufacturing - 324199,2999
325110,Petrochemical Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Petrochemical Manufacturing - 325110,2865
325120,Industrial Gas Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Industrial Gas Manufacturing - 325120,2813
325130,Synthetic Dye and Pigment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Synthetic Dye and Pigment Manufacturing - 325130,2816
325180,Other Basic Inorganic Chemical Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Basic Inorganic Chemical Manufacturing - 325180,2812
325193,Ethyl Alcohol Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ethyl Alcohol Manufacturing - 325193,2869
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing - 325194",2861
325199,All Other Basic Organic Chemical Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Basic Organic Chemical Manufacturing - 325199,2869
325211,Plastics Material and Resin Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Plastics Material and Resin Manufacturing - 325211,2821
325212,Synthetic Rubber Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Synthetic Rubber Manufacturing - 325212,2822
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Artificial and Synthetic Fibers and Filaments Manufacturing - 325220,2823
325311,Nitrogenous Fertilizer Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Nitrogenous Fertilizer Manufacturing - 325311,2873
325312,Phosphatic Fertilizer Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Phosphatic Fertilizer Manufacturing - 325312,2874
325314,Fertilizer (Mixing Only) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fertilizer (Mixing Only) Manufacturing - 325314,2875
325315,Compost Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Compost Manufacturing - 325315,2875
325320,Pesticide and Other Agricultural Chemical Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Pesticide and Other Agricultural Chemical Manufacturing - 325320,2879
325411,Medicinal and Botanical Manufacturing,01/01/2017,31/12/9999,Pharmaceutical,Table A Class of Business,"Class not in Table A, B, C, or D",Medicinal and Botanical Manufacturing - 325411,2833
325412,Pharmaceutical Preparation Manufacturing,01/01/2017,31/12/9999,Pharmaceutical,Table A Class of Business,"Class not in Table A, B, C, or D",Pharmaceutical Preparation Manufacturing - 325412,2834
325413,In-Vitro Diagnostic Substance Manufacturing,01/01/2017,31/12/9999,Bio-tech,Table A Class of Business,"Class not in Table A, B, C, or D",In-Vitro Diagnostic Substance Manufacturing - 325413,2835
325414,Biological Product (except Diagnostic) Manufacturing,01/01/2017,31/12/9999,Bio-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Biological Product (except Diagnostic) Manufacturing - 325414,2836
325510,Paint and Coating Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Paint and Coating Manufacturing - 325510,2851
325520,Adhesive Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Adhesive Manufacturing - 325520,2891
325611,Soap and Other Detergent Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Soap and Other Detergent Manufacturing - 325611,2841
325612,Polish and Other Sanitation Good Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Polish and Other Sanitation Good Manufacturing - 325612,2842
325613,Surface Active Agent Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Surface Active Agent Manufacturing - 325613,2843
325620,Toilet Preparation Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Toilet Preparation Manufacturing - 325620,2844
325910,Printing Ink Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Printing Ink Manufacturing - 325910,2893
325920,Explosives Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Explosives Manufacturing - 325920,2892
325991,Custom Compounding of Purchased Resins,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Custom Compounding of Purchased Resins - 325991,3087
325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing - 325992",3861
