SIC Code 2ch,SIC Code 4ch,Industry Description 2ch,Industry Description 4ch,Industry Group,Industry
87,8712,"Engineering, Accounting, Research, Management & Related Svcs",Architectural Services,Skilled Services,"Professional Services: Architects, Engineers & Surveyors"
87,8713,"Engineering, Accounting, Research, Management & Related Svcs",Surveying Services,Skilled Services,"Professional Services: Architects, Engineers & Surveyors"
87,8721,"Engineering, Accounting, Research, Management & Related Svcs","Accounting, Auditing, and Bookkeeping",Skilled Services,"Professional Services: Accounting, Auditing & Tax Prep"
87,8731,"Engineering, Accounting, Research, Management & Related Svcs",Commercial Physical Research,Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
87,8732,"Engineering, Accounting, Research, Management & Related Svcs",Commercial Nonphysical Research,Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
87,8733,"Engineering, Accounting, Research, Management & Related Svcs",Noncommercial Research Organizations,Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
87,8734,"Engineering, Accounting, Research, Management & Related Svcs",Testing Laboratories,Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
87,8741,"Engineering, Accounting, Research, Management & Related Svcs",Management Services,Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
87,8742,"Engineering, Accounting, Research, Management & Related Svcs",Management Consulting Services,Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
87,8743,"Engineering, Accounting, Research, Management & Related Svcs",Public Relations Services,Skilled Services,Other Services: Advertising/PR & Media Services
87,8744,"Engineering, Accounting, Research, Management & Related Svcs",Facilities Support Services,In-Person Industries,"Building Maintenance, Waste Removal & Pest Control"
87,8748,"Engineering, Accounting, Research, Management & Related Svcs","Business Consulting, NEC",Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
88,8811,Private Households,Private Households,n/a,n/a
91,9111,"Executive, Legislative & General Government, Except Finance",Executive Offices,Skilled Services,Public Administration & Social Services
91,9121,"Executive, Legislative & General Government, Except Finance",Legislative Bodies,Skilled Services,Public Administration & Social Services
91,9131,"Executive, Legislative & General Government, Except Finance",Executive and Legislative Combined,Skilled Services,Public Administration & Social Services
91,9199,"Executive, Legislative & General Government, Except Finance","General Government, NEC",Skilled Services,Public Administration & Social Services
92,9211,"Justice, Public Order and Safety",Courts,Skilled Services,Public Administration & Social Services
92,9221,"Justice, Public Order and Safety",Police Protection,Skilled Services,Public Administration & Social Services
92,9222,"Justice, Public Order and Safety",Legal Counsel and Prosecution,Skilled Services,Public Administration & Social Services
92,9223,"Justice, Public Order and Safety",Correctional Institutions,Skilled Services,Public Administration & Social Services
92,9224,"Justice, Public Order and Safety",Fire Protection,Skilled Services,Public Administration & Social Services
92,9229,"Justice, Public Order and Safety","Public Order and Safety, NEC",Skilled Services,Public Administration & Social Services
93,9311,"Public Finance, Taxation and Monetary Policy","Finance, Taxation, and Monetary Policy",Skilled Services,Public Administration & Social Services
94,9411,Administration of Human Resource Programs,Administration of Educational Programs,Skilled Services,Public Administration & Social Services
94,9431,Administration of Human Resource Programs,Administration of Public Health Programs,Skilled Services,Public Administration & Social Services
94,9441,Administration of Human Resource Programs,Administration of Social and Manpower Programs,Skilled Services,Public Administration & Social Services
94,9451,Administration of Human Resource Programs,Administration of Veterans' Affairs,Skilled Services,Public Administration & Social Services
95,9511,Administration of Environmental Quality and Housing Programs,"Air, Water, and Solid Waste Management",Skilled Services,Public Administration & Social Services
95,9512,Administration of Environmental Quality and Housing Programs,"Land, Mineral, and Wildlife Conservation",Skilled Services,Public Administration & Social Services
95,9531,Administration of Environmental Quality and Housing Programs,Housing Programs,Skilled Services,Public Administration & Social Services
95,9532,Administration of Environmental Quality and Housing Programs,Urban and Community Development,Skilled Services,Public Administration & Social Services
96,9611,Administration of Economic Programs,Administration of General Economic Programs,Skilled Services,Public Administration & Social Services
96,9621,Administration of Economic Programs,"Regulation, Administration of Transportation",Skilled Services,Public Administration & Social Services
96,9631,Administration of Economic Programs,"Regulation, Administration of Utilities",Skilled Services,Public Administration & Social Services
96,9641,Administration of Economic Programs,Regulation of Agricultural Marketing,Skilled Services,Public Administration & Social Services
96,9651,Administration of Economic Programs,"Regulation, Miscellaneous Commercial Sectors",Skilled Services,Public Administration & Social Services
96,9661,Administration of Economic Programs,Space Research and Technology,Skilled Services,Public Administration & Social Services
97,9711,National Security and International Affairs,National Security,Skilled Services,Public Administration & Social Services
97,9721,National Security and International Affairs,International Affairs,Skilled Services,Public Administration & Social Services
99,9999,Nonclassifiable Establishments,Nonclassifiable Establishments,n/a,n/a
