SICCode,SICClass,Class,SuperClass,MacroDescription,SectorName,SectorID,F5Adj,UWComment,UWMessage,RegLevel,NONSCALevel,FrequencyGroup,SICCombined
921,FISH HATCHERIES AND PRESERVES,FISH HATCHERIES AND PRESERVES,"FISHING, HUNTING, AND TRAPPING","AGRICULTURE, FORESTY, AND FISHING",AGRICULTURE,12,0.008505,test,"Small sector,  only 9 companies. Consider the following hazards: 
-  Chemical/pesticide use (e.g. glycophosphate), water use and pollution 
-  Labor practices and availabity of labor
-  Vertical farming companies have struggled 
-  Blend AgTech with another appropriate SIC code",1,1,S,FISH HATCHERIES AND PRESERVES (921)
971,"HUNTING, TRAPPING, GAME PROPAGATION","HUNTING, TRAPPING, GAME PROPAGATION","FISHING, HUNTING, AND TRAPPING","AGRICULTURE, FORESTY, AND FISHING",AGRICULTURE,12,0.008505,test,"Small sector,  only 9 companies. Consider the following hazards: 
-  Chemical/pesticide use (e.g. glycophosphate), water use and pollution 
-  Labor practices and availabity of labor
-  Vertical farming companies have struggled 
-  Blend AgTech with another appropriate SIC code",1,1,S,"HUNTING, TRAPPING, GAME PROPAGATION (971)"
1000,NATURAL RESOURCES,NATURAL RESOURCES,NATURAL RESOURCES,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,NATURAL RESOURCES (1000)
1011,IRON ORES,IRON ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,IRON ORES (1011)
1021,COPPER ORES,COPPER ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,COPPER ORES (1021)
1031,LEAD AND ZINC ORES,LEAD AND ZINC ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,LEAD AND ZINC ORES (1031)
1040,GOLD AND SILVER ORES,GOLD AND SILVER ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,GOLD AND SILVER ORES (1040)
1041,GOLD ORES,GOLD AND SILVER ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,GOLD ORES (1041)
1044,SILVER ORES,GOLD AND SILVER ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,SILVER ORES (1044)
1061,"FERROALLOY ORES, EXCEPT VANADIUM","FERROALLOY ORES, EXCEPT VANADIUM",METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,"FERROALLOY ORES, EXCEPT VANADIUM (1061)"
1081,METAL MINING SERVICES,METAL MINING SERVICES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,METAL MINING SERVICES (1081)
1090,MISCELLANEOUS METAL ORES,MISCELLANEOUS METAL ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,MISCELLANEOUS METAL ORES (1090)
1094,URANIUM-RADIUM-VANADIUM ORES,MISCELLANEOUS METAL ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,URANIUM-RADIUM-VANADIUM ORES (1094)
1099,"METAL ORES, NEC",MISCELLANEOUS METAL ORES,METAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,"METAL ORES, NEC (1099)"
1220,BITUMINOUS COAL AND LIGNITE MINING,BITUMINOUS COAL AND LIGNITE MINING,COAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,BITUMINOUS COAL AND LIGNITE MINING (1220)
1221,BITUMINOUS COAL AND LIGNITE-SURFACE MINING,BITUMINOUS COAL AND LIGNITE MINING,COAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,BITUMINOUS COAL AND LIGNITE-SURFACE MINING (1221)
1222,BITUMINOUS COAL-UNDERGROUND MINING,BITUMINOUS COAL AND LIGNITE MINING,COAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,BITUMINOUS COAL-UNDERGROUND MINING (1222)
1231,ANTHRACITE MINING,ANTHRACITE MINING,COAL MINING,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,ANTHRACITE MINING (1231)
